condition_concept_id,concept_name
4112820,"Legionella pneumonia"
435485,"Primary malignant neoplasm of ill-defined site"
76598,"Deep third degree burn of foot"
139210,"Burn erythema of back"
139980,"Burn erythema of forearm"
433490,"Posterior corneal pigmentation"
436701,"Drusen of optic disc"
254387,"Upper respiratory tract hypersensitivity reaction"
4106361,"Abrasion of wrist"
441977,"Closed traumatic dislocation of carpometacarpal joint of wrist"
441032,"Episcleritis periodica fugax"
197645,"Rupture of tendon of foot and ankle"
440700,"Communicating hydrocephalus"
434942,"Orbital cellulitis"
433092,"Burn of multiple sites of wrist AND/OR hand"
375250,"Retinopathy of prematurity stage 1 - demarcation line"
374338,"Nondiabetic proliferative retinopathy"
40484025,"High altitude periodic breathing"
432937,"Rupture of papillary muscle"
137651,"Aseptic necrosis of medial femoral condyle"
261255,"Benign neoplasm of bronchus and lung"
443406,"Eosinophilic gastroenteritis"
381003,"Primary lateral sclerosis"
317895,"Renovascular hypertension"
440373,"Subchronic schizophrenia"
376703,"Disorder of pinna"
197605,"Inflammatory disorder of male genital organ"
136937,"Benign neoplasm of endocrine gland"
200675,"Neoplasm of uncertain behavior of ovary"
195309,"Eosinophilic gastritis"
437276,"Glaucoma due to chamber angle anomaly"
4083043,"Convalescence after surgery"
434928,"Glaucoma due to iris anomaly"
40482237,"Hemiplegia of dominant side"
380650,"Epidemic hemorrhagic conjunctivitis"
197332,"Incomplete uterovaginal prolapse"
436666,"Psychosexual disorder"
4335159,"Organic catatonic disorder"
436839,"Closed fracture of metacarpal bone"
433443,"Subchronic schizoaffective schizophrenia"
439727,"Human immunodeficiency virus infection"
197597,"Bilateral recurrent femoral hernia with gangrene"
81938,"Climacteric arthritis of the shoulder region"
199867,"Chronic persistent hepatitis"
256633,"Primary malignant neoplasm of base of tongue"
196364,"Benign neoplasm of uterine cervix"
433040,"Closed traumatic dislocation of proximal end of metacarpal bone of wrist"
432833,"Primary malignant neoplasm of oropharynx"
24974,"Stenosis of larynx"
136185,"Abnormal granulation tissue"
442980,"Hand joint stiff"
443747,"Acute laryngotracheitis without obstruction"
4145002,"Pathological dislocation of the pelvic region and thigh"
252235,"Tuberculous pneumothorax"
257775,"Tuberculous bronchiectasis"
4201388,"Gastrostomy present"
4288676,"Acute and chronic cholecystitis"
432271,"Carcinoid tumor of ileum"
442570,"Severe depressed bipolar I disorder without psychotic features"
374043,"Hereditary corneal dystrophy"
319054,"Thrombophlebitis of upper extremities"
316457,"Mallory-Weiss syndrome"
440750,"Thrombophlebitis of deep veins of upper extremities"
438244,"Congenital hydrocephalus"
74052,Labyrinthitis
259852,"Staphylococcal pneumonia"
194679,"Bilateral inguinal hernia with gangrene"
196738,"Disorder of male genital organ"
40479608,"Mantle cell lymphoma of spleen"
443838,"Burn involving 50-59 percent of body surface, with 20-29 percent of body surface with full thickness burn"
441177,"Second degree burn of upper limb"
433531,"Polyp of vulva"
443797,"Severe manic bipolar I disorder without psychotic features"
4212349,"Congenital myotonia, autosomal dominant form"
4302537,"Digestive system finding"
4309063,"Behavior finding"
194121,"Pilonidal cyst with abscess"
76550,"Sprain, metatarsophalangeal joint"
378142,"Retinal ischemia"
374955,"Spasm of conjugate gaze"
318697,"Lymphosarcoma of lymph nodes of multiple sites"
437562,"Myopathy of extraocular muscles"
437448,"Exhaustion due to excessive exertion"
433000,"Patellar tendonitis"
376561,"Open wound of nasal septum with complication"
372914,"Optic atrophy"
377290,"Legal blindness USA"
436254,"Closed fractures of multiple bones of lower limb"
376412,"Acute follicular conjunctivitis"
321586,"Acute rheumatic pericarditis"
254068,"Disorder of upper respiratory system"
192957,"Perforation of bile duct"
136710,"Perichondritis of pinna"
4135964,"Retained nonmagnetic intraocular foreign body"
438111,"Hematologic neoplasm of uncertain behavior"
435228,"Common variable agammaglobulinemia"
441015,"Pigmentary iris degeneration"
75580,"Chronic ulcerative proctitis"
22492,"Foreign body in pharynx"
436702,Pseudopapilledema
434327,"Cannabis abuse"
380395,"Retinal dystrophy"
78832,"Intervertebral disc disorder with myelopathy"
443409,"O/E left lower abdominal mass"
43531054,"Disorder of pelvis"
442092,"Leukemic reticuloendotheliosis of lymph nodes of inguinal region AND/OR lower limb"
74082,"Acontractile detrusor"
199958,"Open wound of hip AND thigh without complication"
197006,"Residual hemorrhoidal skin tags"
439282,"Hodgkin's disease, lymphocytic depletion of intrapelvic lymph nodes"
438661,"Complication of infusion"
26935,"Disorder of endocrine testis"
135618,"Pruritic rash"
78509,"Loose body in joint of ankle and/or foot"
374952,"Eversion of lacrimal punctum"
378157,"Mechanical strabismus"
435086,"Echoencephalogram abnormal"
381552,"Retained magnetic intraocular foreign body"
381020,"Conjunctival concretion"
436975,"Pigmentary glaucoma"
375801,"Demyelinating disease of central nervous system"
255192,"Primary malignant neoplasm of commissure of lip"
141997,"Open wound of forearm with complication"
81634,"Ptotic breast"
442600,"Manic bipolar I disorder in partial remission"
40490405,"Shuddering attacks"
72266,"Secondary malignant neoplasm of pleura"
193528,"Third degree uterine prolapse"
435956,"Closed fracture of base of neck of femur"
374874,"Primary malignant neoplasm of eye"
443564,"Malignant neoplasm of bone"
4049810,"Inflammatory neuropathy"
443786,"Cellulitis of larynx"
443577,"Asymmetrical sensorineural hearing loss"
40480232,"Male urinary stress incontinence"
4092060,"Malignant tumor of middle third of esophagus"
40480002,"Aphasia as late effect of cerebrovascular disease"
444467,"Letterer-Siwe disease of intra-abdominal lymph nodes"
440069,"Drug dependence"
4132457,"Disorder of cystostomy catheter"
4215003,"Myasthenic crisis"
137275,"Disorder of muscle"
76685,"Myasthenia gravis"
76388,"Post-thoracotomy pain syndrome"
432297,"Cyclical neutropenia"
380723,"Simultaneous visual perception without fusion"
375671,"Concussion with loss of consciousness"
373425,"Secondary malignant neoplasm of nervous system"
376552,"Cerebral laceration and contusion"
40493424,"Abdominal rigidity of right upper quadrant"
40481335,"Pneumonia due to infection by Streptococcus pyogenes"
261053,"Pneumonia in aspergillosis"
196053,"Secondary malignant neoplasm of kidney"
198705,"Malignant mast cell tumor of lymph nodes of inguinal region AND/OR lower limb"
200877,"Bilateral traumatic amputation of legs at any level with complication"
201461,"Disorder affecting transplanted structure"
253790,"Pneumonia due to Klebsiella pneumoniae"
443460,"Pathological fracture of femur"
4084192,"Convalescence after psychotherapy"
136934,"Primary hyperparathyroidism"
435217,"Paranoid schizophrenia in remission"
134563,"Variola major"
195498,"Benign neoplasm of kidney"
4041283,"General finding of observation of patient"
73888,"Open fracture of navicular bone of foot"
132834,"White piedra"
139057,"Disorder of oral soft tissues"
381585,"Cholesteatoma of middle ear"
438468,"Acute gastrojejunal ulcer with hemorrhage but without obstruction"
381857,"Impairment level: one eye: total impairment: other eye: not specified"
195587,"Cholelithiasis AND cholecystitis with obstruction"
443778,"Diphtheritic myocarditis"
4228112,"Hypoglycemic coma in type 1 diabetes mellitus"
315469,"Coxsackie pericarditis"
320743,"Rheumatic myocarditis"
436109,"Residual stage angle-closure glaucoma"
433734,"Acute exacerbation of chronic latent schizophrenia"
434637,"Intraocular foreign body in vitreous"
74216,"Injury of nerves at shoulder and upper arm level"
433759,"Developmental reading disorder"
199062,"Acute gastric ulcer without hemorrhage, without perforation AND without obstruction"
195589,"Traumatic urethral stricture"
195223,"Renal carnitine transport defect"
136186,"Fox-Fordyce disease"
374948,"Acute secretory otitis media"
441969,"Radiology result abnormal"
432299,"Subchronic paranoid schizophrenia"
4154283,"Severe bipolar I disorder"
440755,"Acute duodenal ulcer without hemorrhage, without perforation AND without obstruction"
380110,"Keratoconus, stable condition"
79905,"Transient arthropathy of the ankle and/or foot"
4268980,"General development - finding"
442306,"Adjustment disorder with depressed mood"
436972,"Glaucoma associated with systemic syndromes"
437532,"Recurrent manic episodes, severe, with psychosis"
318566,Flushing
321578,"Acute rheumatic myocarditis"
140048,"Malignant melanoma of skin of lip"
199067,"Female pelvic inflammatory disease"
79108,"Arthropathy associated with another systemic disease"
438759,"Descemet's membrane fold"
40480943,"Lateral cystocele"
4024000,"Urinary system finding"
378429,"Rosacea conjunctivitis"
381297,"Xanthoma of eyelid"
441961,"Congenital pelviureteric junction obstruction"
200762,"Autoimmune hepatitis"
374930,"Impairment level: profound impairment of both eyes"
435787,"Vitamin B6 deficiency"
376114,"Severe nonproliferative diabetic retinopathy"
372903,"Retinal edema"
373152,"Primary central nervous system lymphoma"
442334,"Synovitis AND/OR tenosynovitis associated with another disease"
4200326,"Failure to thrive in infant"
438107,"Benign neoplasm of thymus"
73555,"Transient arthropathy of the pelvic region and thigh"
380407,"Chronic infective otitis externa"
373193,"Secondary pigmentary retinal degeneration"
135957,"Open traumatic dislocation of tarsometatarsal joint"
200169,"Pruritus ani"
196377,"Benign neoplasm of urethra"
4153882,"Malignant neoplasm of soft tissue"
40491436,"Mesial temporal lobe sclerosis"
4105088,"Hypernasality syndrome"
440409,"Disorder of orbit proper"
40482893,"Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue"
439790,Psychalgia
4094866,"Malignant tumor of pancreatic duct"
4138173,"Intractable ophthalmic migraine"
441025,"Stenosis of lacrimal canaliculi"
437878,"Persistent mydriasis"
442268,"Open wound of toe without complication"
77317,"Chronic ulcerative rectosigmoiditis"
74396,"Temporomandibular joint disorder"
254796,"Open wound of nose with complication"
435520,"Reactive depressive psychosis"
439795,"Minimal cognitive impairment"
436945,"Single major depressive episode, mild"
439410,"Pressure ulcer of elbow"
4094854,"Malignant tumor of cervical part of esophagus"
194079,"Post-surgical malabsorption"
259874,"Ulceration of vulva associated with another disorder"
140955,"Overlapping malignant neoplasm of floor of mouth"
436729,"Chronic gastrojejunal ulcer with hemorrhage AND obstruction"
435521,"Psychophysiologic disorder"
316432,"Right bundle branch block AND left anterior fascicular block"
373432,"Benign neoplasm of nervous system"
380688,"Hypoglycemic coma"
437120,"Closed traumatic dislocation of joint of foot"
375527,"Headache disorder"
80504,"Acquired genu valgum"
434779,"Open dislocation of wrist"
435569,"Disorder of jaw"
432878,"Amphetamine abuse"
432580,Ariboflavinosis
201352,"Gallbladder calculus with acute cholecystitis and obstruction"
201688,"Delay when starting to pass urine"
376119,"Perforated corneal ulcer"
433471,"Retinal neovascularization"
439103,"Articular cartilage disorder"
439788,Galactosemia
444376,"Open dislocation of proximal end of metacarpal bone of wrist"
75920,"Osteitis condensans"
378163,Hyperacusis
375825,"Referred otalgia"
4323193,"Disorder of wrist joint"
257778,Pertussis
81099,"Pyogenic arthritis of shoulder region"
75619,"Post-dysenteric reactive arthropathy of the hand"
198900,"Bilateral traumatic amputation of legs at any level without complication"
200452,"Disorder of female genital organs"
440875,"Open wound of forearm with tendon involvement"
140090,"Lesion of median nerve"
76154,"Hemorrhage into bladder wall"
77635,"Disorder of hand"
22665,"Chronic peptic ulcer with hemorrhage AND with perforation but without obstruction"
77070,"Allergic arthritis of the hand"
443768,"Bilateral femoral hernia with gangrene"
442331,"Open dislocation of coccyx"
440631,Mycobacteriosis
441701,"Sprain of hip"
441835,"Chronic schizoaffective schizophrenia"
439037,"Aneurysm of artery of neck"
4109883,"Esophageal varices without bleeding, associated with another disorder"
4206460,Problem
440032,"Cytomegalovirus infection"
440021,"Herpes simplex without complication"
4242962,"Benign neoplasm of small intestine"
433037,"Open fracture of vault of skull with intracranial hemorrhage"
381019,"Deep vascularization of cornea"
374646,"Toxic cataract"
141248,"Benign neoplasm of skin of lip"
372921,"Retained foreign body of middle ear"
434462,"Ventricular septal defect"
433124,"Infection by Yersinia enterocolitica"
312931,"Multiple mitral and aortic valve involvement"
23164,"Disorder of anterior pituitary"
201612,"Alcoholic liver damage"
75047,"Dislocation of joint of upper limb"
193317,"Generalized abdominal rigidity"
200579,"Superficial injury of hip without infection"
22350,"Edema of larynx"
26441,"Bleeding ulcer of esophagus"
4272867,"General well-being finding"
40484013,"Stress fracture of fibula"
4117391,"Ankylosis of the wrist joint"
437838,"Cannabis dependence, episodic"
439399,"Endomyocardial fibrosis"
4167696,"Estrogen receptor positive tumor"
440063,"Benign neoplasm of pancreas, excluding islets of Langerhans"
442348,"Closed multiple fractures of lower limb with ribs AND sternum"
443926,"Open dislocation of third cervical vertebra"
80808,"Arthropathy associated with an endocrine AND/OR metabolic disorder"
438386,"Carcinoma in situ of vulva"
198984,"Malignant tumor of cervix"
4014781,"Closed traumatic subdural hemorrhage"
43530687,"Dysarthria as late effects of cerebrovascular disease"
4247726,"Primary malignant neoplasm of bone marrow"
442994,"Open fracture of base of skull with intracranial injury, with less than 1 hour loss of consciousness"
436692,"Retinal venous engorgement"
316226,"Complete transposition of great vessels"
4100857,"Extreme obesity with alveolar hypoventilation"
78275,"Open anterior dislocation of proximal end of tibia"
313504,"Osler hemorrhagic telangiectasia syndrome"
195314,"Nephrotic syndrome"
196792,"Acquired claw foot"
75341,"Climacteric arthritis of the ankle and/or foot"
30441,Sialolithiasis
24397,"Chronic peptic ulcer with hemorrhage, with perforation AND with obstruction"
256244,"Ophthalmic electrodiagnostic finding"
193520,"Urinary bladder stone"
376374,"Vitamin A deficiency with keratomalacia"
133438,"Chronic lymphoid leukemia in remission"
439003,"Disorder of branched-chain amino acid metabolism"
439162,"Closed fracture of medial malleolus"
433405,"Proteus infection"
441333,"Geographic tongue"
439134,Acrocephalosyndactyly
437580,"Retropharyngeal abscess"
375275,Hypertropia
200662,Lymphosarcoma
136264,"Open wound of floor of mouth without complication"
80852,"Closed fracture of four ribs"
74399,"Articular disc disorder of temporomandibular joint"
433730,"Disorder of thymus gland"
374357,"Acquired stenosis of nasolacrimal duct"
79161,"Closed fracture of glenoid cavity AND/OR neck of scapula"
81426,"Closed fracture of clavicle"
193308,"Congenital anomaly of spleen"
77073,"Kashin-Beck disease of the hand"
435666,"Closed fracture of upper end of tibia"
4103642,"Amputated toe"
4095316,"Malignant tumor of abdominal part of esophagus"
320347,"Nodular lymphoma of lymph nodes of multiple sites"
373475,"Impairment level: one eye: moderate impairment: other eye: not specified"
441521,"Malignant lymphoma of lymph nodes of axilla AND/OR upper limb"
140172,"Erythematosquamous dermatosis"
80498,"Ankylosis of joint of ankle AND/OR foot"
200769,"Chronic gastric ulcer without hemorrhage, without perforation AND without obstruction"
197914,"Chronic gastric ulcer with perforation but without obstruction"
434212,"Contusion of axillary region"
436265,"Open wound of multiple sites of one lower limb AND thigh without complication"
440546,"Open fracture of distal end of radius"
197318,"Cholesterolosis of gallbladder"
197037,"Nontraumatic rupture of bladder"
195864,"Diverticulum of bladder"
435837,"Semicircular canal fistula"
4101150,"Acute exacerbation of subchronic schizophrenia"
77421,"Open wound of hand except fingers without complication"
76255,"Sprain of iliofemoral ligament"
132391,"Furuncle of face"
441906,"Prolapse of urethra"
442109,"Benign neoplasm of bronchus"
194093,"Postcoital bleeding"
373101,"Injury of ulnar nerve"
374946,"Recurrent erosion of cornea"
440531,"Closed fracture of base of skull with subarachnoid, subdural AND/OR extradural hemorrhage"
138102,"Benign neoplasm of skin"
139830,Recruitment
194407,"Fistula of bile duct"
313761,"Central retinal vein occlusion"
4107655,"Finding relating to psychosocial functioning"
444122,"Calculus of bile duct with obstruction"
434883,"Carcinoma in situ of skin of eyelid including canthus"
437692,"Open fracture of midcervical section of femur"
434887,"Disorders of bilirubin excretion"
437537,"Shyness disorder of childhood"
378839,"Spina bifida with hydrocephalus"
432899,"Normal pressure hydrocephalus"
4308946,"Hepatic coma due to chronic hepatitis B"
437486,"Anterior nasal diphtheria"
436256,"Open fracture of metatarsal bone"
377545,"Episodic tension-type headache"
440321,"Helicobacter-associated disease"
4141201,"Beta lactam resistant bacterial infection"
40480449,"Sensory disorder as a late effect of cerebrovascular disease"
4306301,"Implantation cyst of anterior chamber"
40484513,"Hemiplegia of nondominant side as late effect of cerebrovascular disease"
78770,"Toxic labyrinthitis"
443741,"Pulmonary coccidioidomycosis"
78650,"Complication of reattached upper extremity"
378523,"Residual foreign body in soft tissue"
375824,"Abnormal auditory perception"
137065,"Nonstageable pressure ulcer"
441940,"Hemarthrosis of wrist"
140633,Vaccinia
75065,"Acquired deformity of spine"
137785,"Verruca plantaris"
31601,"Acute laryngotracheitis with obstruction"
75932,"Open fracture of pelvis"
378139,"Flat retinoschisis"
81403,Osteopetrosis
197324,"Disorder of peritoneum"
199073,"Iliopsoas abscess"
197927,"Intrauterine synechiae"
73302,"Curvature of spine"
75627,"Peripheral enthesopathy"
40481374,"Allergic rhinitis due to food"
4115830,"Loose body in hip joint"
73290,"Contracture of joint"
379009,"Retinopathy of prematurity stage 3 - ridge with extraretinal fibrovascular proliferation"
4305841,"Periodic limb movement disorder"
442110,"Benign neoplasm of accessory sinus"
444192,"Open transcervical fracture of femur"
444211,"Disorder of thigh"
435818,"Enlargement of orbit"
435784,"Somatoform disorder"
40491523,"Sepsis due to herpes simplex"
433222,"Thoracoabdominal aortic aneurysm, ruptured"
438005,"Closed fracture of shaft of fibula"
381010,"Foreign body in lens"
433196,"Chorioretinal scar"
76467,"Congenital hypoplasia of breast"
134118,"Atrophic condition of skin"
196845,"Injury of multiple sites of pancreas without open wound into abdominal cavity"
75126,"Injury of common femoral artery"
193636,"Foreign body in bladder AND/OR urethra"
438795,"Chronic gastrojejunal ulcer without hemorrhage, without perforation AND without obstruction"
439058,"Chronic duodenal ulcer with perforation AND obstruction"
200670,"Benign neoplasm of male genital organ"
195961,"Injury of spleen without open wound into abdominal cavity"
141094,Lichen
320122,"Nutritional and metabolic cardiomyopathies"
441692,"Finding of serum tumor marker level"
443370,"Diuretic adverse reaction"
376417,"Middle ear conductive hearing loss"
381017,"Refractive amblyopia"
76737,Hydrocele
438469,"Duodenal ulcer without hemorrhage, without perforation AND without obstruction"
375528,"Spastic hemiplegia"
375800,Dystonia
436803,"Fragile X syndrome"
437449,"Victim of child abuse"
80484,"Crystal arthropathy"
134031,"Hemiplegic cerebral palsy"
441760,"Volkmann's contracture"
4182437,"Female genital cutting"
31884,"Acquired diverticulum of esophagus"
74129,"Allergic arthritis of the ankle and/or foot"
435380,"Closed fracture of radius AND ulna"
316126,"Crystalline deposits in vitreous"
195294,"Thrombosed hemorrhoids"
78274,"Closed fracture of pisiform bone of wrist"
440538,"Closed fracture of lower end of radius AND ulna"
432335,"Aneurysm of subclavian artery"
312336,"Arterial aneurysm"
433309,"Fetal or neonatal effect of alcohol transmitted via placenta and/or breast milk"
378442,"Conductive hearing loss of combined sites"
81376,"Climacteric arthritis of the hand"
77637,"Recurrent dislocation of knee"
79107,"Chondrocalcinosis-pyrophosphate crystals, of the hand"
381135,"Brief loss of consciousness"
4150307,"Dental restoration finding"
437685,"Multiple open fractures of skull AND/OR face without intracranial injury"
436634,Acariasis
443751,"Late effect of open wound of head, neck AND/OR trunk"
444416,"Superficial foreign body of trunk without major open wound but with infection"
4302954,"Disorder characterized by eosinophilia"
437108,"Closed fracture of vault of skull with intracranial injury, with more than 24 hours loss of consciousness without return to pre-existing conscious level"
436920,Reticulosarcoma
380844,"Prolonged loss of consciousness"
317208,"Meningococcal carditis"
377270,"Hereditary retinal dystrophy"
436140,"Vulval varices"
78506,"Kashin-Beck disease of multiple sites"
136354,"Secondary malignant neoplasm of skin"
4051630,Malingering
444285,"Acquired equinovarus deformity"
443453,"Myelitis due to herpes simplex"
4319150,"Pulled elbow"
440849,"Closed fracture of body of mandible"
40481299,"Idiopathic sleep related non-obstructive alveolar hypoventilation"
443174,"Splinter of neck, without major open wound, infected"
81707,"Closed fracture of cuboid bone of foot"
381733,"Multiple nerve injury"
435149,"Complication of internal device"
435626,"Tibial collateral ligament bursitis"
438123,"Adrenocortical hyperfunction"
436232,"Polycystic kidney disease, adult type"
440426,"Vertigo as late effect of stroke"
443592,"Hyperosmolality due to uncontrolled type 1 diabetes mellitus"
443462,"Enteritis due to Candida"
435726,"Mechanical complication of device"
434875,"Secondary malignant neoplasm of mediastinum"
373105,"Disorders of prostheses and implants of the nervous system"
442575,Enzymopathy
40480946,"Monoplegia of nondominant lower limb as a late effect of cerebrovascular accident"
438297,"Mechanical complication of cardiac device, implant AND/OR graft"
40486631,"Sepsis due to anaerobic bacteria"
195002,"Ulceration of intestine"
197018,"Chronic gastric ulcer with hemorrhage but without obstruction"
76887,"Disorders of urogenital prostheses or implants"
80197,"Poliomyelitis osteopathy of multiple sites"
195981,"Complication of reattached lower extremity"
199868,"Incisional hernia with gangrene"
26052,"Primary malignant neoplasm of larynx"
133169,Myelofibrosis
443223,"Reattached hand complication"
438383,"Essential thrombocythemia"
433741,"Familial erythrocytosis"
4089655,"Malignant tumor of Waldeyer's ring"
432419,Encephalocele
374142,"Congenital anomaly of nervous system"
436024,"Ambulatory plague"
40482266,"Monoplegia of nondominant upper limb as a late effect of cerebrovascular accident"
443216,"Graft versus host disease"
4262590,"Infective arthritis"
80184,"Arthritis due to parasitic infection"
134735,"Chronic osteomyelitis"
201043,"Iliac dissection"
197303,"Monoplegia of dominant lower limb as a late effect of cerebrovascular accident"
374954,"Optic neuritis"
134141,"Chronic osteomyelitis of lower leg"
372320,"Impairment level: one eye: total impairment: other eye: near-normal vision"
432574,"Diffuse non-Hodgkin's lymphoma, large cell"
4301167,"Stomatitis due to cytotoxic therapy"
441558,"Ulcerative blepharitis"
441556,"Phacolytic glaucoma"
4054058,"Traumatic dislocation of joint of wrist"
4175848,"Monoarthritis of hip joint"
443585,"Abrasion and/or friction burn of multiple sites"
442552,"Conjunctival diphtheria"
75900,"Fibular collateral ligament bursitis"
75898,"Loose joint body in multiple joints"
134870,"Pityriasis versicolor"
434085,"Obstruction of duodenum"
443235,"Ankle and/or foot joint stiffness"
192367,"Dysplasia of cervix"
74447,"Villonodular synovitis of the lower leg"
133685,"Salmonella infection"
253328,"Abnormal visual evoked potential"
442012,"Mechanical complication of genitourinary device, implant AND/OR graft"
4220238,"Multiple congenital cysts of kidney"
443609,"Paralytic syndrome of dominant side as late effect of stroke"
4092211,"Malignant tumor of glottis"
439394,"Congenital anomaly of face"
312349,"Venous varices"
373962,"Tabes dorsalis"
379814,"Dislocation of lacrimal gland"
437092,"Physiological development failure"
441538,"Chronic catatonic schizophrenia"
440893,"Injury of axillary nerve"
441044,"Atheromatous embolus of lower limb"
254062,"Acute chest syndrome"
79915,"Hemarthrosis of hand"
133414,"Candidiasis of skin and nails"
440368,"Chronic disorganized schizophrenia"
81713,"Carpal joint sprain"
436806,"Congenital anomaly of optic disc"
74726,"Dislocation of joint"
43021812,"Behavioral insomnia of childhood"
40484522,"Hemiplegia of dominant side as late effect of cerebrovascular disease"
78357,"Reiter's disease"
81695,"Sprain of radiocarpal ligament"
201313,"Hypertensive renal disease"
320074,"Increased blood lymphocyte number"
4092077,"Malignant neoplasm of specified parts of peritoneum"
435508,"Adrenal cortical hypofunction"
72857,"Late effect of rickets"
132702,"Erythema multiforme"
198075,"Condyloma acuminatum"
134603,"Chronic myeloid leukemia"
194589,"Primary malignant neoplasm of biliary tract"
440511,"Pathological fracture - forearm"
194847,"Mechanical complication due to urethral indwelling catheter"
373179,"Senile degeneration of brain"
192568,"Secondary malignant neoplasm of intra-abdominal lymph nodes"
200959,"Secondary malignant neoplasm of intrapelvic lymph nodes"
436956,"Evans syndrome"
316866,"Hypertensive disorder"
381444,"Contusion of eye"
74322,"Benign neoplasm of scrotum"
73904,"Open wound of buttock, uncomplicated"
440104,"Atrophic iris"
440047,"Primary malignant neoplasm of tonsillar pillar"
380402,"Central corneal ulcer"
140654,"Deep seated dermatophytosis"
4024716,"Aphasia, agnosia, dyslexia AND/OR apraxia"
73287,"Crystal arthropathy of ankle AND/OR foot"
197595,"Bilateral recurrent femoral hernia without obstruction AND without gangrene"
435754,"Malignant tumor of ascending colon"
380397,Keratoconjunctivitis
138501,"Cholinergic urticaria"
72332,"Serous labyrinthitis"
75337,"Cellulitis and abscess of buttock"
257008,"Parapharyngeal abscess"
200143,"Diaphragmatic hernia with gangrene"
30969,"Testicular hyperfunction"
437169,"Disorder of transplanted bone marrow"
373175,"Organic hallucinosis"
380975,"Neurofibromatosis type 2"
315481,"Burkitt's lymphoma of lymph nodes of multiple sites"
321212,"Bubonic plague"
434592,"B-cell lymphoma"
321815,"Malignant histiocytosis of lymph nodes of multiple sites"
433257,"Mesangiocapillary glomerulonephritis"
379792,"Post-immunization encephalitis"
435802,Blepharospasm
321263,"Sickle cell-thalassemia disease without crisis"
439673,"Acute hepatitis B with delta-agent (coinfection) without hepatic coma"
434615,"Cystic fibrosis without meconium ileus"
439672,"Viral hepatitis C with coma"
432303,"Cocaine abuse"
4256889,"Dissection of abdominal aorta"
4299408,"Gouty tophus"
198860,"Congenital anomaly of lower alimentary tract"
258354,"Pulmonary African histoplasmosis"
200447,"Gastrointestinal complication"
254320,"Cystic fibrosis of the lung"
76797,"Congenital malformation of genital organs"
140266,"Contusion of back"
78149,"Congenital hereditary muscular dystrophy"
138388,"Secondary hyperparathyroidism"
80070,"Uric acid urolithiasis"
22281,"Hb SS disease"
139803,"Acute transverse myelitis"
43530645,"Functional quadriplegia"
438151,"Glaucoma associated with tumors AND/OR cysts"
444420,"Calculus of bile duct with chronic cholecystitis"
438411,Endophthalmitis
443565,"Carcinoid tumor of gastrointestinal tract"
40491961,"Sepsis due to Pseudomonas"
442634,"Orbital periostitis"
443712,"Vaginal Papanicolaou smear positive for malignant neoplasm"
440392,"Retinal vascular occlusion"
434311,"Disorder of the urea cycle metabolism"
375266,"Serous conjunctivitis, except viral"
137997,"Open fracture of acromial process of scapula"
375519,"Alcohol withdrawal syndrome"
377282,"Conjunctivitis with mucocutaneous disorder"
375838,"Objective tinnitus"
379832,"Mixed conductive AND sensorineural hearing loss"
195197,"Primary malignant neoplasm of vulva"
194682,"Bilateral inguinal hernia with obstruction but no gangrene"
4209905,"Inguinal hernia with obstruction but no gangrene"
432898,"Severe mental retardation"
79173,"Traumatic closed dislocation of temporomandibular joint"
377288,"Corneal deposit"
40483286,"Critical illness myopathy"
381291,"Neurotrophic keratoconjunctivitis"
434348,"Acute and subacute iridocyclitis"
373488,"Partial oculomotor nerve palsy"
377551,"Blind hypertensive eye"
372894,"Central serous chorioretinopathy"
318766,"Vitreous prolapse"
194983,"Chronic peritoneal effusion"
440221,"Open skull fracture without intracranial injury"
437994,"Open fracture of base of metacarpal bone other than first metacarpal"
442173,"Secondary malignant neoplasm of spleen"
318096,"Secondary malignant neoplasm of lymph node"
381023,"Phthisical cornea"
381677,"Spina bifida occulta"
75092,"Open fracture of multiple sites of phalanges of hand"
73889,"Sprain of distal tibiofibular ligament"
133965,"Acute gonorrhea of upper genitourinary tract"
133294,"Prepatellar bursitis"
77517,"Benign neoplasm of scapula and long bones of upper limb"
376272,"Open wound of ear auricle with complication"
437504,"Burkitt's tumor of lymph nodes of head, face AND/OR neck"
194001,"Abnormality of secretion of gastrin"
81989,"Open wound of upper arm with complication"
134206,"Open wound of scapular region with complication"
136262,"Open wound of forehead with complication"
197790,"Diphtheritic peritonitis"
136846,"Open wound of cheek with complication"
192686,"Hypertrophy of kidney"
379185,"Open wound of eyeball"
434316,"von Willebrand disorder"
437117,"Open fracture of intracapsular section of femur"
434893,"Selective immunoglobulin M deficiency"
437515,"Disorder of carbohydrate metabolism"
440255,"Open wound of axillary region without complication"
440371,"Disorder of immune function"
4021782,"Mood finding"
438777,"Papillary muscle disorder"
439808,"Interstitial keratitis"
193983,"Disorder of pancreatic internal secretion"
40491960,"Sepsis due to methicillin resistant Staphylococcus aureus"
434094,"Miscarriage with complication"
436176,"Miscarriage without complication"
200881,"Injury of iliac artery"
259824,"Round window fistula"
80492,"Contracture of knee joint"
73366,"Crushing injury of lower leg"
80946,"Tinea manus"
441280,"Schwartz-Jampel syndrome"
440384,"Sleep-wake schedule disorder, advanced phase type"
201727,"Superficial injury of trunk without infection"
73854,"Progressive myositis ossificans"
200616,"Complication of transplanted liver"
